"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Leg 2","18 Dec 2024, 18:59","18 Dec 2024, 19:52","","Lying Leg Curl (Machine)",,"2nd set last 2 partial\n3rd set last 3 partial\n4th set last 4 partial",3,"normal",32,8,,,
"Leg 2","18 Dec 2024, 18:59","18 Dec 2024, 19:52","","Leg Extension (Machine)",,"",0,"normal",64,15,,,
"Leg 2","18 Dec 2024, 18:59","18 Dec 2024, 19:52","","Leg Extension (Machine)",,"",1,"normal",64,13,,,
"Leg 2","18 Dec 2024, 18:59","18 Dec 2024, 19:52","","Leg Extension (Machine)",,"",2,"normal",64,8,,,
"Leg 2","18 Dec 2024, 18:59","18 Dec 2024, 19:52","","Leg Extension (Machine)",,"",3,"normal",64,7,,,
"Leg 2","18 Dec 2024, 18:59","18 Dec 2024, 19:52","","Seated Calf Raise",,"",0,"normal",27.5,15,,,
"Leg 2","18 Dec 2024, 18:59","18 Dec 2024, 19:52","","Seated Calf Raise",,"",1,"normal",30,15,,,
"Leg 2","18 Dec 2024, 18:59","18 Dec 2024, 19:52","","Seated Calf Raise",,"",2,"normal",32.5,13,,,
"Leg 2","18 Dec 2024, 18:59","18 Dec 2024, 19:52","","Deadlift (Trap bar)",,"",0,"normal",50,15,,,
"Leg 2","18 Dec 2024, 18:59","18 Dec 2024, 19:52","","Deadlift (Trap bar)",,"",1,"normal",50,15,,,
"Leg 2","18 Dec 2024, 18:59","18 Dec 2024, 19:52","","Deadlift (Trap bar)",,"",2,"normal",50,15,,,
"Core 2","17 Dec 2024, 08:20","17 Dec 2024, 09:20","","Lying Leg Raise",,"",0,"normal",,17,,,
"Core 2","17 Dec 2024, 08:20","17 Dec 2024, 09:20","","Lying Leg Raise",,"",1,"normal",,12,,,
"Core 2","17 Dec 2024, 08:20","17 Dec 2024, 09:20","","Lying Leg Raise",,"",2,"normal",,10,,,
"Core 2","17 Dec 2024, 08:20","17 Dec 2024, 09:20","","Crunch",,"",0,"normal",,30,,,
"Core 2","17 Dec 2024, 08:20","17 Dec 2024, 09:20","","Crunch",,"",1,"normal",,20,,,
"Core 2","17 Dec 2024, 08:20","17 Dec 2024, 09:20","","Crunch",,"",2,"normal",,25,,,
"Core 2","17 Dec 2024, 08:20","17 Dec 2024, 09:20","","Russian Twist (Bodyweight)",,"",0,"normal",,45,,,
"Core 2","17 Dec 2024, 08:20","17 Dec 2024, 09:20","","Russian Twist (Bodyweight)",,"",1,"normal",,50,,,
"Core 2","17 Dec 2024, 08:20","17 Dec 2024, 09:20","","Russian Twist (Bodyweight)",,"",2,"normal",,32,,,
"Core 2","17 Dec 2024, 08:20","17 Dec 2024, 09:20","","Side Plank",,"",0,"normal",,,,131,
"Core 2","17 Dec 2024, 08:20","17 Dec 2024, 09:20","","Side Plank",,"",1,"normal",,,,131,
"Core 2","17 Dec 2024, 08:20","17 Dec 2024, 09:20","","long lever plank",,"",0,"normal",,,,60,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Shrug (Dumbbell)",,"",0,"normal",12.5,20,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Shrug (Dumbbell)",,"",1,"normal",15,20,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Shrug (Dumbbell)",,"",2,"normal",15,20,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Shrug (Dumbbell)",,"",3,"normal",12.5,20,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Preacher Curl (Barbell)",,"",0,"normal",15,15,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Preacher Curl (Barbell)",,"",1,"normal",17.5,15,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Preacher Curl (Barbell)",,"",2,"normal",20,8,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Preacher Curl (Barbell)",,"",3,"normal",17.5,8,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Hammer Curl (Dumbbell)",,"",0,"normal",10,5,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Hammer Curl (Dumbbell)",,"",1,"normal",7.5,10,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Hammer Curl (Dumbbell)",,"",2,"normal",10,4,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Hammer Curl (Dumbbell)",,"",3,"normal",7.5,11,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Hammer Curl (Dumbbell)",,"",4,"normal",10,1,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","Hammer Curl (Dumbbell)",,"",5,"normal",7.5,9,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","EZ Bar Biceps Curl",,"",0,"normal",15,15,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","EZ Bar Biceps Curl",,"",1,"normal",15,15,,,
"Upper 2","13 Dec 2024, 18:57","13 Dec 2024, 19:54","","EZ Bar Biceps Curl",,"",2,"normal",15,12,,,
"Leg 1","11 Dec 2024, 18:49","11 Dec 2024, 19:48","","Counter Weight Squat",,"",0,"normal",5,35,,,
"Leg 1","11 Dec 2024, 18:49","11 Dec 2024, 19:48","","Counter Weight Squat",,"",1,"normal",5,35,,,
"Leg 1","11 Dec 2024, 18:49","11 Dec 2024, 19:48","","Counter Weight Squat",,"",2,"normal",5,35,,,
"Leg 1","11 Dec 2024, 18:49","11 Dec 2024, 19:48","","Leg Press (Machine)",,"",0,"normal",40,20,,,
"Leg 1","11 Dec 2024, 18:49","11 Dec 2024, 19:48","","Leg Press (Machine)",,"",1,"normal",45,20,,,
"Leg 1","11 Dec 2024, 18:49","11 Dec 2024, 19:48","","Leg Press (Machine)",,"",2,"normal",50,15,,,
"Leg 1","11 Dec 2024, 18:49","11 Dec 2024, 19:48","","Squat (Machine)",,"",0,"normal",30,15,,,
"Leg 1","11 Dec 2024, 18:49","11 Dec 2024, 19:48","","Squat (Machine)",,"",1,"normal",32.5,15,,,
"Leg 1","11 Dec 2024, 18:49","11 Dec 2024, 19:48","","Squat (Machine)",,"",2,"normal",35,15,,,
"Leg 1","11 Dec 2024, 18:49","11 Dec 2024, 19:48","","Lunge (Dumbbell)",,"",0,"normal",15,10,,,
"Leg 1","11 Dec 2024, 18:49","11 Dec 2024, 19:48","","Lunge (Dumbbell)",,"",1,"normal",15,10,,,
"Leg 1","11 Dec 2024, 18:49","11 Dec 2024, 19:48","","Lunge (Dumbbell)",,"",2,"normal",15,10,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Bench Press (Dumbbell)",,"",0,"normal",10,15,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Bench Press (Dumbbell)",,"",1,"normal",12.5,14,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Bench Press (Dumbbell)",,"",2,"normal",10,15,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Incline Chest Press (Machine)",,"Step up to 35 next",0,"normal",20,15,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Incline Chest Press (Machine)",,"Step up to 35 next",1,"normal",25,15,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Incline Chest Press (Machine)",,"Step up to 35 next",2,"normal",30,15,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Chest Fly (Machine)",,"",0,"normal",30,15,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Chest Fly (Machine)",,"",1,"normal",30,15,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Chest Fly (Machine)",,"",2,"normal",30,15,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Seated Shoulder Press (Machine)",,"",0,"normal",15,15,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Seated Shoulder Press (Machine)",,"",1,"normal",15,12,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Seated Shoulder Press (Machine)",,"",2,"normal",15,9,,,
"Shoulder 1","9 Dec 2024, 18:59","9 Dec 2024, 19:35","","Seated Shoulder Press (Machine)",,"",3,"normal",15,10,,,
"Core 2","6 Dec 2024, 10:11","6 Dec 2024, 10:56","","Lying Leg Raise",,"",0,"normal",,17,,,
"Core 2","6 Dec 2024, 10:11","6 Dec 2024, 10:56","","Lying Leg Raise",,"",1,"normal",,11,,,
"Core 2","6 Dec 2024, 10:11","6 Dec 2024, 10:56","","Lying Leg Raise",,"",2,"normal",,9,,,
"Core 2","6 Dec 2024, 10:11","6 Dec 2024, 10:56","","Lying Leg Raise",,"",3,"normal",,9,,,
"Core 2","6 Dec 2024, 10:11","6 Dec 2024, 10:56","","Lying Leg Raise",,"",4,"normal",,7,,,
"Core 2","6 Dec 2024, 10:11","6 Dec 2024, 10:56","","Russian Twist (Bodyweight)",,"",0,"normal",,60,,,
"Core 2","6 Dec 2024, 10:11","6 Dec 2024, 10:56","","Russian Twist (Bodyweight)",,"",1,"normal",,60,,,
"Core 2","6 Dec 2024, 10:11","6 Dec 2024, 10:56","","Russian Twist (Bodyweight)",,"",2,"normal",,60,,,
"Core 2","6 Dec 2024, 10:11","6 Dec 2024, 10:56","","Side Plank",,"",0,"normal",,,,131,
"Core 2","6 Dec 2024, 10:11","6 Dec 2024, 10:56","","Side Plank",,"",1,"normal",,,,120,
"Core 2","6 Dec 2024, 10:11","6 Dec 2024, 10:56","","long lever plank",,"",0,"normal",,,,42,
"Core 2","6 Dec 2024, 10:11","6 Dec 2024, 10:56","","long lever plank",,"",1,"normal",,,,45,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Seated Cable Row - Bar Grip",,"",0,"normal",34,15,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Seated Cable Row - Bar Grip",,"",1,"normal",43,15,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Seated Cable Row - Bar Grip",,"",2,"normal",43,10,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Seated Cable Row - Bar Grip",,"",3,"normal",34,15,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",27,15,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",34,15,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Reverse Grip Lat Pulldown (Cable)",,"",2,"normal",34,10,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",23,15,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",23,12,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",23,10,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",18,14,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Upright Row (Cable)",,"",0,"normal",34,15,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Upright Row (Cable)",,"",1,"normal",34,15,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Upright Row (Cable)",,"",2,"normal",34,15,,,
"Upper 1","27 Nov 2024, 20:11","27 Nov 2024, 21:03","","Upright Row (Cable)",,"",3,"normal",27,15,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Lying Leg Curl (Machine)",,"32 1 last 4 reps partial\n32 2 last 3 reps partial\n32 3 last 2 reps partial\nDo 32 all sets next",0,"normal",27,15,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Lying Leg Curl (Machine)",,"32 1 last 4 reps partial\n32 2 last 3 reps partial\n32 3 last 2 reps partial\nDo 32 all sets next",1,"normal",32,15,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Lying Leg Curl (Machine)",,"32 1 last 4 reps partial\n32 2 last 3 reps partial\n32 3 last 2 reps partial\nDo 32 all sets next",2,"normal",32,10,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Lying Leg Curl (Machine)",,"32 1 last 4 reps partial\n32 2 last 3 reps partial\n32 3 last 2 reps partial\nDo 32 all sets next",3,"normal",32,8,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Leg Extension (Machine)",,"",0,"normal",57,15,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Leg Extension (Machine)",,"",1,"normal",64,15,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Leg Extension (Machine)",,"",2,"normal",64,10,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Seated Calf Raise",,"",0,"normal",27.5,15,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Seated Calf Raise",,"",1,"normal",30,15,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Seated Calf Raise",,"",2,"normal",32.5,10,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Deadlift (Trap bar)",,"",0,"normal",50,15,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Deadlift (Trap bar)",,"",1,"normal",50,15,,,
"Leg 2","25 Nov 2024, 19:06","25 Nov 2024, 19:53","","Deadlift (Trap bar)",,"",2,"normal",50,15,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Arnold Press (Dumbbell)",,"Do all 10s next",0,"normal",7.5,15,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Arnold Press (Dumbbell)",,"Do all 10s next",1,"normal",10,10,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Arnold Press (Dumbbell)",,"Do all 10s next",2,"normal",10,9,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,15,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,17,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Triceps Dip (Weighted)",,"",0,"normal",30,15,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Triceps Dip (Weighted)",,"",1,"normal",25,12,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Triceps Dip (Weighted)",,"",2,"normal",30,12,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Triceps Dip (Weighted)",,"",3,"normal",30,9,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Triceps Rope Pushdown",,"",0,"normal",27,15,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Triceps Rope Pushdown",,"",1,"normal",27,15,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Triceps Rope Pushdown",,"",2,"normal",27,15,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",3,10,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",2.5,13,,,
"Shoulder 2","24 Nov 2024, 12:08","24 Nov 2024, 12:56","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",2.5,11,,,
"Running","23 Nov 2024, 15:20","23 Nov 2024, 15:50","","Running",,"",0,"normal",,,5.5,1800,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","Shrug (Dumbbell)",,"",0,"normal",10,20,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","Shrug (Dumbbell)",,"",1,"normal",12.5,20,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","Shrug (Dumbbell)",,"",2,"normal",15,20,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","Shrug (Dumbbell)",,"",3,"normal",15,20,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","Preacher Curl (Barbell)",,"",0,"normal",12.5,15,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","Preacher Curl (Barbell)",,"",1,"normal",15,15,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","Preacher Curl (Barbell)",,"",2,"normal",17.5,12,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","Hammer Curl (Dumbbell)",,"",0,"normal",7.5,15,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","Hammer Curl (Dumbbell)",,"",1,"normal",10,4,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","Hammer Curl (Dumbbell)",,"",2,"normal",7.5,11,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","Hammer Curl (Dumbbell)",,"",3,"normal",10,3,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","Hammer Curl (Dumbbell)",,"",4,"normal",7.5,12,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","EZ Bar Biceps Curl",,"",0,"normal",15,15,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","EZ Bar Biceps Curl",,"",1,"normal",15,15,,,
"Upper 2","21 Nov 2024, 18:47","21 Nov 2024, 19:29","","EZ Bar Biceps Curl",,"",2,"normal",15,10,,,
"Core 2","20 Nov 2024, 20:08","20 Nov 2024, 20:47","","Lying Leg Raise",,"",0,"normal",,15,,,
"Core 2","20 Nov 2024, 20:08","20 Nov 2024, 20:47","","Lying Leg Raise",,"",1,"normal",,13,,,
"Core 2","20 Nov 2024, 20:08","20 Nov 2024, 20:47","","Lying Leg Raise",,"",2,"normal",,9,,,
"Core 2","20 Nov 2024, 20:08","20 Nov 2024, 20:47","","Lying Leg Raise",,"",3,"normal",,10,,,
"Core 2","20 Nov 2024, 20:08","20 Nov 2024, 20:47","","Lying Leg Raise",,"",4,"normal",,10,,,
"Core 2","20 Nov 2024, 20:08","20 Nov 2024, 20:47","","Russian Twist (Bodyweight)",,"",0,"normal",,60,,,
"Core 2","20 Nov 2024, 20:08","20 Nov 2024, 20:47","","Russian Twist (Bodyweight)",,"",1,"normal",,60,,,
"Core 2","20 Nov 2024, 20:08","20 Nov 2024, 20:47","","Russian Twist (Bodyweight)",,"",2,"normal",,60,,,
"Core 2","20 Nov 2024, 20:08","20 Nov 2024, 20:47","","Side Plank",,"",0,"normal",,,,117,
"Core 2","20 Nov 2024, 20:08","20 Nov 2024, 20:47","","Side Plank",,"",1,"normal",,,,119,
"Core 2","20 Nov 2024, 20:08","20 Nov 2024, 20:47","","long lever plank",,"",0,"normal",,,,70,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Bench Press (Dumbbell)",,"",0,"normal",10,15,,,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Bench Press (Dumbbell)",,"",1,"normal",12.5,13,,,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Bench Press (Dumbbell)",,"",2,"normal",10,15,,,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Incline Chest Press (Machine)",,"",0,"normal",20,15,,,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Incline Chest Press (Machine)",,"",1,"normal",25,15,,,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Incline Chest Press (Machine)",,"",2,"normal",30,15,,,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Chest Fly (Machine)",,"Do 30 all sets next time",0,"normal",23,20,,,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Chest Fly (Machine)",,"Do 30 all sets next time",1,"normal",30,15,,,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Chest Fly (Machine)",,"Do 30 all sets next time",2,"normal",30,15,,,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Seated Shoulder Press (Machine)",,"",0,"normal",10,15,,,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Seated Shoulder Press (Machine)",,"",1,"normal",15,14,,,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Seated Shoulder Press (Machine)",,"",2,"normal",15,9,,,
"Shoulder 1","19 Nov 2024, 19:19","19 Nov 2024, 19:54","","Seated Shoulder Press (Machine)",,"",3,"normal",10,12,,,
"Leg 1","18 Nov 2024, 19:22","18 Nov 2024, 20:11","","Counter Weight Squat",,"",0,"normal",5,30,,,
"Leg 1","18 Nov 2024, 19:22","18 Nov 2024, 20:11","","Counter Weight Squat",,"",1,"normal",5,35,,,
"Leg 1","18 Nov 2024, 19:22","18 Nov 2024, 20:11","","Counter Weight Squat",,"",2,"normal",5,35,,,
"Leg 1","18 Nov 2024, 19:22","18 Nov 2024, 20:11","","Leg Press (Machine)",,"Dp 20 reps with same weights",0,"normal",40,15,,,
"Leg 1","18 Nov 2024, 19:22","18 Nov 2024, 20:11","","Leg Press (Machine)",,"Dp 20 reps with same weights",1,"normal",40,15,,,
"Leg 1","18 Nov 2024, 19:22","18 Nov 2024, 20:11","","Leg Press (Machine)",,"Dp 20 reps with same weights",2,"normal",45,15,,,
"Leg 1","18 Nov 2024, 19:22","18 Nov 2024, 20:11","","Squat (Machine)",,"",0,"normal",30,15,,,
"Leg 1","18 Nov 2024, 19:22","18 Nov 2024, 20:11","","Squat (Machine)",,"",1,"normal",32.5,15,,,
"Leg 1","18 Nov 2024, 19:22","18 Nov 2024, 20:11","","Squat (Machine)",,"",2,"normal",32.5,15,,,
"Leg 1","18 Nov 2024, 19:22","18 Nov 2024, 20:11","","Lunge (Dumbbell)",,"",0,"normal",15,10,,,
"Leg 1","18 Nov 2024, 19:22","18 Nov 2024, 20:11","","Lunge (Dumbbell)",,"",1,"normal",15,10,,,
"Leg 1","18 Nov 2024, 19:22","18 Nov 2024, 20:11","","Lunge (Dumbbell)",,"",2,"normal",15,10,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Lying Leg Raise",,"",0,"normal",,15,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Lying Leg Raise",,"",1,"normal",,13,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Lying Leg Raise",,"",2,"normal",,9,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Lying Leg Raise",,"",3,"normal",,8,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Lying Leg Raise",,"",4,"normal",,9,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Mountain Climber",,"",0,"normal",,45,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Mountain Climber",,"",1,"normal",,45,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Mountain Climber",,"",2,"normal",,60,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Heel Taps",,"",0,"normal",,70,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Heel Taps",,"",1,"normal",,70,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Heel Taps",,"",2,"normal",,80,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Flutter Kicks",,"",0,"normal",,35,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Flutter Kicks",,"",1,"normal",,30,,,
"Core 1","17 Nov 2024, 19:57","17 Nov 2024, 20:38","","Flutter Kicks",,"",2,"normal",,30,,,
"Afternoon workout 💪","16 Nov 2024, 17:32","16 Nov 2024, 18:00","","Running",,"",0,"normal",,,5,1636,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Seated Cable Row - Bar Grip",,"",0,"normal",34,15,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Seated Cable Row - Bar Grip",,"",1,"normal",43,15,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Seated Cable Row - Bar Grip",,"",2,"normal",34,15,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Seated Cable Row - Bar Grip",,"",3,"normal",34,10,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",27,15,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",34,12,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Reverse Grip Lat Pulldown (Cable)",,"",2,"normal",34,10,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",18,15,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",23,12,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",23,10,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",23,9,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Upright Row (Cable)",,"",0,"normal",27,15,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Upright Row (Cable)",,"",1,"normal",34,15,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Upright Row (Cable)",,"",2,"normal",34,15,,,
"Upper 1","14 Nov 2024, 19:27","14 Nov 2024, 20:08","","Upright Row (Cable)",,"",3,"normal",27,15,,,
"Leg 2","13 Nov 2024, 19:12","13 Nov 2024, 20:14","","Lying Leg Curl (Machine)",,"",0,"normal",27,15,,,
"Leg 2","13 Nov 2024, 19:12","13 Nov 2024, 20:14","","Lying Leg Curl (Machine)",,"",1,"normal",32,15,,,
"Leg 2","13 Nov 2024, 19:12","13 Nov 2024, 20:14","","Lying Leg Curl (Machine)",,"",2,"normal",27,15,,,
"Leg 2","13 Nov 2024, 19:12","13 Nov 2024, 20:14","","Leg Extension (Machine)",,"",0,"normal",57,15,,,
"Leg 2","13 Nov 2024, 19:12","13 Nov 2024, 20:14","","Leg Extension (Machine)",,"",1,"normal",64,15,,,
