"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Evening workout 🏋️","14 Mar 2025, 19:47","14 Mar 2025, 19:47","","Lying Leg Curl (Machine)",,"",0,"failure",36,12,,,
"Evening workout 🏋️","14 Mar 2025, 19:47","14 Mar 2025, 19:47","","Lying Leg Curl (Machine)",,"",1,"failure",36,8,,,
"Evening workout 🏋️","14 Mar 2025, 19:47","14 Mar 2025, 19:47","","Lying Leg Curl (Machine)",,"",2,"failure",36,8,,,
"Evening workout 🏋️","14 Mar 2025, 19:47","14 Mar 2025, 19:47","","EZ Bar Biceps Curl",,"",0,"normal",25,10,,,
"Evening workout 🏋️","14 Mar 2025, 19:47","14 Mar 2025, 19:47","","EZ Bar Biceps Curl",,"",1,"normal",20,15,,,
"Evening workout 🏋️","14 Mar 2025, 19:47","14 Mar 2025, 19:47","","EZ Bar Biceps Curl",,"",2,"normal",20,13,,,
"Evening workout 🏋️","14 Mar 2025, 19:47","14 Mar 2025, 19:47","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",10,15,,,
"Evening workout 🏋️","14 Mar 2025, 19:47","14 Mar 2025, 19:47","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",10,10,,,
"Evening workout 🏋️","14 Mar 2025, 19:47","14 Mar 2025, 19:47","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",5,8,,,
"Evening workout 🏋️","14 Mar 2025, 19:47","14 Mar 2025, 19:47","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",43,14,,,
"Evening workout 🏋️","14 Mar 2025, 19:47","14 Mar 2025, 19:47","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",43,9,,,
"Evening workout 🏋️","14 Mar 2025, 19:47","14 Mar 2025, 19:47","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",43,8,,,
"Evening workout 🏋️","13 Mar 2025, 19:31","13 Mar 2025, 20:39","","Deadlift (Trap bar)",,"",0,"normal",75,13,,,
"Evening workout 🏋️","13 Mar 2025, 19:31","13 Mar 2025, 20:39","","Deadlift (Trap bar)",,"",1,"normal",75,7,,,
"Evening workout 🏋️","13 Mar 2025, 19:31","13 Mar 2025, 20:39","","Deadlift (Trap bar)",,"",2,"normal",75,6,,,
"Evening workout 🏋️","13 Mar 2025, 19:31","13 Mar 2025, 20:39","","Arnold Press (Dumbbell)",,"",0,"normal",12.5,7,,,
"Evening workout 🏋️","13 Mar 2025, 19:31","13 Mar 2025, 20:39","","Arnold Press (Dumbbell)",,"",1,"normal",10,12,,,
"Evening workout 🏋️","13 Mar 2025, 19:31","13 Mar 2025, 20:39","","Arnold Press (Dumbbell)",,"",2,"normal",10,7,,,
"Evening workout 🏋️","13 Mar 2025, 19:31","13 Mar 2025, 20:39","","Triceps Rope Pushdown",,"",0,"normal",43,10,,,
"Evening workout 🏋️","13 Mar 2025, 19:31","13 Mar 2025, 20:39","","Triceps Rope Pushdown",,"",1,"normal",43,7,,,
"Evening workout 🏋️","13 Mar 2025, 19:31","13 Mar 2025, 20:39","","Triceps Rope Pushdown",,"",2,"normal",43,8,,,
"Evening workout 🏋️","13 Mar 2025, 19:31","13 Mar 2025, 20:39","","Russian Twist (Weighted)",,"",0,"normal",7.5,30,,,
"Evening workout 🏋️","13 Mar 2025, 19:31","13 Mar 2025, 20:39","","Russian Twist (Weighted)",,"",1,"normal",7.5,40,,,
"Evening workout 🏋️","13 Mar 2025, 19:31","13 Mar 2025, 20:39","","Russian Twist (Weighted)",,"",2,"normal",7.5,40,,,
"Evening workout 🏋️","12 Mar 2025, 19:39","12 Mar 2025, 20:43","","Lateral Raise (Dumbbell)",,"",0,"normal",10,15,,,
"Evening workout 🏋️","12 Mar 2025, 19:39","12 Mar 2025, 20:43","","Lateral Raise (Dumbbell)",,"",1,"normal",10,15,,,
"Evening workout 🏋️","12 Mar 2025, 19:39","12 Mar 2025, 20:43","","Lateral Raise (Dumbbell)",,"",2,"normal",10,15,,,
"Evening workout 🏋️","12 Mar 2025, 19:39","12 Mar 2025, 20:43","","Chest Fly (Machine)",,"",0,"normal",43,15,,,
"Evening workout 🏋️","12 Mar 2025, 19:39","12 Mar 2025, 20:43","","Chest Fly (Machine)",,"",1,"normal",43,12,,,
"Evening workout 🏋️","12 Mar 2025, 19:39","12 Mar 2025, 20:43","","Chest Fly (Machine)",,"",2,"normal",43,7,,,
"Evening workout 🏋️","12 Mar 2025, 19:39","12 Mar 2025, 20:43","","Lying Leg Raise",,"",0,"normal",,25,,,
"Evening workout 🏋️","12 Mar 2025, 19:39","12 Mar 2025, 20:43","","Lying Leg Raise",,"",1,"normal",,15,,,
"Evening workout 🏋️","12 Mar 2025, 19:39","12 Mar 2025, 20:43","","Lying Leg Raise",,"",2,"normal",,12,,,
"Evening workout 🏋️","12 Mar 2025, 19:39","12 Mar 2025, 20:43","","Lying Leg Raise",,"",3,"normal",,12,,,
"Evening workout 🏋️","12 Mar 2025, 19:39","12 Mar 2025, 20:43","","Treadmill",,"",0,"normal",,,2,600,
"Evening workout 🏋️","11 Mar 2025, 18:56","11 Mar 2025, 19:58","","Leg Press (Machine)",,"",0,"normal",70,15,,,
"Evening workout 🏋️","11 Mar 2025, 18:56","11 Mar 2025, 19:58","","Leg Press (Machine)",,"",1,"normal",80,15,,,
"Evening workout 🏋️","11 Mar 2025, 18:56","11 Mar 2025, 19:58","","Leg Press (Machine)",,"",2,"normal",90,12,,,
"Evening workout 🏋️","11 Mar 2025, 18:56","11 Mar 2025, 19:58","","Hammer Curl (Dumbbell)",,"",0,"normal",10,15,,,
"Evening workout 🏋️","11 Mar 2025, 18:56","11 Mar 2025, 19:58","","Hammer Curl (Dumbbell)",,"",1,"normal",10,9,,,
"Evening workout 🏋️","11 Mar 2025, 18:56","11 Mar 2025, 19:58","","Hammer Curl (Dumbbell)",,"",2,"normal",10,8,,,
"Evening workout 🏋️","11 Mar 2025, 18:56","11 Mar 2025, 19:58","","Incline Chest Press (Machine)",,"",0,"normal",45,15,,,
"Evening workout 🏋️","11 Mar 2025, 18:56","11 Mar 2025, 19:58","","Incline Chest Press (Machine)",,"",1,"normal",45,11,,,
"Evening workout 🏋️","11 Mar 2025, 18:56","11 Mar 2025, 19:58","","Incline Chest Press (Machine)",,"",2,"normal",45,12,,,
"Evening workout 🏋️","11 Mar 2025, 18:56","11 Mar 2025, 19:58","","Iso-Lateral Low Row",,"",0,"normal",15,15,,,
"Evening workout 🏋️","11 Mar 2025, 18:56","11 Mar 2025, 19:58","","Iso-Lateral Low Row",,"",1,"normal",15,15,,,
"Evening workout 🏋️","11 Mar 2025, 18:56","11 Mar 2025, 19:58","","Iso-Lateral Low Row",,"",2,"normal",15,15,,,
"Evening workout 🏋️","7 Mar 2025, 19:35","7 Mar 2025, 20:25","","Lunge (Dumbbell)",,"",0,"normal",10,15,,,
"Evening workout 🏋️","7 Mar 2025, 19:35","7 Mar 2025, 20:25","","Lunge (Dumbbell)",,"",1,"normal",12.5,15,,,
"Evening workout 🏋️","7 Mar 2025, 19:35","7 Mar 2025, 20:25","","Lunge (Dumbbell)",,"",2,"normal",15,14,,,
"Evening workout 🏋️","7 Mar 2025, 19:35","7 Mar 2025, 20:25","","Upright Row (Cable)",,"",0,"normal",43,15,,,
"Evening workout 🏋️","7 Mar 2025, 19:35","7 Mar 2025, 20:25","","Upright Row (Cable)",,"",1,"normal",43,12,,,
"Evening workout 🏋️","7 Mar 2025, 19:35","7 Mar 2025, 20:25","","Upright Row (Cable)",,"",2,"normal",43,10,,,
"Evening workout 🏋️","7 Mar 2025, 19:35","7 Mar 2025, 20:25","","long lever plank",,"",0,"normal",,,,75,
"Evening workout 🏋️","7 Mar 2025, 19:35","7 Mar 2025, 20:25","","long lever plank",,"",1,"normal",,,,80,
"Evening workout 🏋️","7 Mar 2025, 19:35","7 Mar 2025, 20:25","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",5,14,,,
"Evening workout 🏋️","7 Mar 2025, 19:35","7 Mar 2025, 20:25","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",5,10,,,
"Evening workout 🏋️","7 Mar 2025, 19:35","7 Mar 2025, 20:25","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",5,7,,,
"Evening workout 🏋️","5 Mar 2025, 19:38","5 Mar 2025, 20:40","","Seated Shoulder Press (Machine)",,"",0,"normal",30,9,,,
"Evening workout 🏋️","5 Mar 2025, 19:38","5 Mar 2025, 20:40","","Seated Shoulder Press (Machine)",,"",1,"normal",25,9,,,
"Evening workout 🏋️","5 Mar 2025, 19:38","5 Mar 2025, 20:40","","Seated Shoulder Press (Machine)",,"",2,"normal",25,7,,,
"Evening workout 🏋️","5 Mar 2025, 19:38","5 Mar 2025, 20:40","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",34,15,,,
"Evening workout 🏋️","5 Mar 2025, 19:38","5 Mar 2025, 20:40","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",43,6,,,
"Evening workout 🏋️","5 Mar 2025, 19:38","5 Mar 2025, 20:40","","Reverse Grip Lat Pulldown (Cable)",,"",2,"normal",34,12,,,
"Evening workout 🏋️","5 Mar 2025, 19:38","5 Mar 2025, 20:40","","Triceps Dip (Assisted)",,"",0,"normal",,6,,,
"Evening workout 🏋️","5 Mar 2025, 19:38","5 Mar 2025, 20:40","","Triceps Dip (Assisted)",,"",1,"normal",,4,,,
"Evening workout 🏋️","5 Mar 2025, 19:38","5 Mar 2025, 20:40","","Triceps Dip (Assisted)",,"",2,"normal",,3,,,
"Evening workout 🏋️","5 Mar 2025, 19:38","5 Mar 2025, 20:40","","Triceps Dip (Assisted)",,"",3,"normal",,1,,,
"Evening workout 🏋️","5 Mar 2025, 19:38","5 Mar 2025, 20:40","","Treadmill",,"",0,"normal",,,2,600,
"Evening workout 🏋️","4 Mar 2025, 19:00","4 Mar 2025, 19:48","","Bench Press (Dumbbell)",,"",0,"normal",12.5,15,,,
"Evening workout 🏋️","4 Mar 2025, 19:00","4 Mar 2025, 19:48","","Bench Press (Dumbbell)",,"",1,"normal",12.5,14,,,
"Evening workout 🏋️","4 Mar 2025, 19:00","4 Mar 2025, 19:48","","Bench Press (Dumbbell)",,"",2,"normal",12.5,7,,,
"Evening workout 🏋️","4 Mar 2025, 19:00","4 Mar 2025, 19:48","","Preacher Curl (Machine)",,"",0,"normal",22.5,15,,,
"Evening workout 🏋️","4 Mar 2025, 19:00","4 Mar 2025, 19:48","","Preacher Curl (Machine)",,"",1,"normal",22.5,8,,,
"Evening workout 🏋️","4 Mar 2025, 19:00","4 Mar 2025, 19:48","","Preacher Curl (Machine)",,"",2,"normal",20,7,,,
"Evening workout 🏋️","4 Mar 2025, 19:00","4 Mar 2025, 19:48","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,12,,,
"Evening workout 🏋️","4 Mar 2025, 19:00","4 Mar 2025, 19:48","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",30,9,,,
"Evening workout 🏋️","4 Mar 2025, 19:00","4 Mar 2025, 19:48","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,7,,,
"Evening workout 🏋️","4 Mar 2025, 19:00","4 Mar 2025, 19:48","","Side Plank",,"",0,"normal",,,,143,
"Evening workout 🏋️","4 Mar 2025, 19:00","4 Mar 2025, 19:48","","Side Plank",,"",1,"normal",,,,125,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Seated Calf Raise",,"",0,"normal",42.5,9,,,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Seated Calf Raise",,"",1,"normal",40,12,,,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Seated Calf Raise",,"",2,"normal",40,11,,,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Pull Up (Assisted)",,"",0,"normal",50,15,,,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Pull Up (Assisted)",,"",1,"normal",35,12,,,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Pull Up (Assisted)",,"",2,"normal",35,6,,,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Pull Up (Assisted)",,"",3,"normal",40,7,,,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Shrug (Dumbbell)",,"",0,"normal",17.5,20,,,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Shrug (Dumbbell)",,"",1,"normal",17.5,20,,,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Shrug (Dumbbell)",,"",2,"normal",20,15,,,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Leg Extension (Machine)",,"",0,"normal",77,11,,,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Leg Extension (Machine)",,"",1,"normal",77,10,,,
"Evening workout 🏋️","28 Feb 2025, 19:19","28 Feb 2025, 20:07","","Leg Extension (Machine)",,"",2,"normal",84,7,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Arnold Press (Dumbbell)",,"",0,"normal",10,12,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Arnold Press (Dumbbell)",,"",1,"normal",10,7,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Arnold Press (Dumbbell)",,"",2,"normal",10,6,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,15,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,15,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",10,14,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",10,7,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",5,11,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Cable Crunch",,"",0,"normal",43,15,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Cable Crunch",,"",1,"normal",43,15,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Cable Crunch",,"",2,"normal",43,15,,,
"Evening workout 🏋️","27 Feb 2025, 19:49","27 Feb 2025, 21:11","","Treadmill",,"",0,"normal",,,2,600,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","EZ Bar Biceps Curl",,"",0,"normal",25,10,,,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","EZ Bar Biceps Curl",,"",1,"normal",20,15,,,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","EZ Bar Biceps Curl",,"",2,"normal",20,10,,,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","Deadlift (Trap bar)",,"",0,"normal",70,10,,,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","Deadlift (Trap bar)",,"",1,"normal",65,10,,,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","Deadlift (Trap bar)",,"",2,"normal",60,10,,,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","Lying Leg Raise",,"",0,"normal",,22,,,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","Lying Leg Raise",,"",1,"normal",,12,,,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","Lying Leg Raise",,"",2,"normal",,9,,,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","Lying Leg Raise",,"",3,"normal",,8,,,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","Russian Twist (Weighted)",,"",0,"normal",5,30,,,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","Russian Twist (Weighted)",,"",1,"normal",5,40,,,
"Evening workout 🏋️","26 Feb 2025, 20:43","26 Feb 2025, 21:49","","Russian Twist (Weighted)",,"",2,"normal",5,33,,,
"Evening workout 🏋️","24 Feb 2025, 19:13","24 Feb 2025, 20:11","","Squat (Machine)",,"",0,"normal",50,15,,,
"Evening workout 🏋️","24 Feb 2025, 19:13","24 Feb 2025, 20:11","","Squat (Machine)",,"",1,"normal",60,10,,,
"Evening workout 🏋️","24 Feb 2025, 19:13","24 Feb 2025, 20:11","","Squat (Machine)",,"",2,"normal",70,7,,,
"Evening workout 🏋️","24 Feb 2025, 19:13","24 Feb 2025, 20:11","","Seated Shoulder Press (Machine)",,"",0,"normal",25,15,,,
"Evening workout 🏋️","24 Feb 2025, 19:13","24 Feb 2025, 20:11","","Seated Shoulder Press (Machine)",,"",1,"normal",25,10,,,
"Evening workout 🏋️","24 Feb 2025, 19:13","24 Feb 2025, 20:11","","Seated Shoulder Press (Machine)",,"",2,"normal",20,7,,,
"Evening workout 🏋️","24 Feb 2025, 19:13","24 Feb 2025, 20:11","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",34,15,,,
"Evening workout 🏋️","24 Feb 2025, 19:13","24 Feb 2025, 20:11","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",34,15,,,
"Evening workout 🏋️","24 Feb 2025, 19:13","24 Feb 2025, 20:11","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",27,12,,,
"Evening workout 🏋️","24 Feb 2025, 19:13","24 Feb 2025, 20:11","","Chest Fly (Machine)",,"",0,"normal",43,13,,,
"Evening workout 🏋️","24 Feb 2025, 19:13","24 Feb 2025, 20:11","","Chest Fly (Machine)",,"",1,"normal",36,13,,,
"Evening workout 🏋️","24 Feb 2025, 19:13","24 Feb 2025, 20:11","","Chest Fly (Machine)",,"",2,"normal",39,8,,,
"Evening workout 🏋️","19 Feb 2025, 19:37","19 Feb 2025, 20:58","","Preacher Curl (Machine)",,"",0,"normal",22.5,15,,,
"Evening workout 🏋️","19 Feb 2025, 19:37","19 Feb 2025, 20:58","","Preacher Curl (Machine)",,"",1,"normal",22.5,8,,,
"Evening workout 🏋️","19 Feb 2025, 19:37","19 Feb 2025, 20:58","","Preacher Curl (Machine)",,"",2,"normal",20,9,,,
"Evening workout 🏋️","19 Feb 2025, 19:37","19 Feb 2025, 20:58","","Incline Chest Press (Machine)",,"",0,"normal",35,15,,,
"Evening workout 🏋️","19 Feb 2025, 19:37","19 Feb 2025, 20:58","","Incline Chest Press (Machine)",,"",1,"normal",40,15,,,
"Evening workout 🏋️","19 Feb 2025, 19:37","19 Feb 2025, 20:58","","Incline Chest Press (Machine)",,"",2,"normal",40,10,,,
"Evening workout 🏋️","19 Feb 2025, 19:37","19 Feb 2025, 20:58","","Side Plank",,"",0,"normal",,,,160,
"Evening workout 🏋️","19 Feb 2025, 19:37","19 Feb 2025, 20:58","","Side Plank",,"",1,"normal",,,,149,
"Evening workout 🏋️","19 Feb 2025, 19:37","19 Feb 2025, 20:58","","long lever plank",,"",0,"normal",,,,85,
"Evening workout 🏋️","19 Feb 2025, 19:37","19 Feb 2025, 20:58","","long lever plank",,"",1,"normal",,,,75,
"Evening workout 🏋️","19 Feb 2025, 19:37","19 Feb 2025, 20:58","","Treadmill",,"",0,"normal",,,2,600,
"Evening workout 🏋️","18 Feb 2025, 19:38","18 Feb 2025, 20:37","","Lying Leg Curl (Machine)",,"",0,"normal",36,12,,,
"Evening workout 🏋️","18 Feb 2025, 19:38","18 Feb 2025, 20:37","","Lying Leg Curl (Machine)",,"",1,"normal",32,11,,,
"Evening workout 🏋️","18 Feb 2025, 19:38","18 Feb 2025, 20:37","","Lying Leg Curl (Machine)",,"",2,"normal",27,15,,,
"Evening workout 🏋️","18 Feb 2025, 19:38","18 Feb 2025, 20:37","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",43,12,,,
"Evening workout 🏋️","18 Feb 2025, 19:38","18 Feb 2025, 20:37","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",34,15,,,
"Evening workout 🏋️","18 Feb 2025, 19:38","18 Feb 2025, 20:37","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",34,12,,,
"Evening workout 🏋️","18 Feb 2025, 19:38","18 Feb 2025, 20:37","","Triceps Rope Pushdown",,"",0,"normal",34,15,,,
"Evening workout 🏋️","18 Feb 2025, 19:38","18 Feb 2025, 20:37","","Triceps Rope Pushdown",,"",1,"normal",34,15,,,
"Evening workout 🏋️","18 Feb 2025, 19:38","18 Feb 2025, 20:37","","Triceps Rope Pushdown",,"",2,"normal",34,10,,,
"Evening workout 🏋️","18 Feb 2025, 19:38","18 Feb 2025, 20:37","","Cable Crunch",,"",0,"normal",43,15,,,
"Evening workout 🏋️","18 Feb 2025, 19:38","18 Feb 2025, 20:37","","Cable Crunch",,"",1,"normal",43,15,,,
"Evening workout 🏋️","18 Feb 2025, 19:38","18 Feb 2025, 20:37","","Cable Crunch",,"",2,"normal",34,15,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Leg Extension (Machine)",,"",0,"normal",70,15,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Leg Extension (Machine)",,"",1,"normal",70,10,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Leg Extension (Machine)",,"",2,"normal",70,8,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Bench Press (Dumbbell)",,"",0,"normal",12.5,15,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Bench Press (Dumbbell)",,"",1,"normal",12.5,9,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Bench Press (Dumbbell)",,"",2,"normal",12.5,6,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Hammer Curl (Dumbbell)",,"",0,"normal",10,15,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Hammer Curl (Dumbbell)",,"",1,"normal",10,6,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Hammer Curl (Dumbbell)",,"",2,"normal",10,5,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Triceps Dip (Assisted)",,"",0,"normal",,4,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Triceps Dip (Assisted)",,"",1,"normal",,3,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Triceps Dip (Assisted)",,"",2,"normal",,3,,,
"Evening workout 🏋️","17 Feb 2025, 19:15","17 Feb 2025, 20:35","","Treadmill",,"",0,"normal",,,2,600,
"Evening workout 🏋️","13 Feb 2025, 20:01","13 Feb 2025, 20:45","","Lateral Raise (Dumbbell)",,"",0,"normal",10,12,,,
"Evening workout 🏋️","13 Feb 2025, 20:01","13 Feb 2025, 20:45","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,15,,,
"Evening workout 🏋️","13 Feb 2025, 20:01","13 Feb 2025, 20:45","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,15,,,
"Evening workout 🏋️","13 Feb 2025, 20:01","13 Feb 2025, 20:45","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,10,,,
"Evening workout 🏋️","13 Feb 2025, 20:01","13 Feb 2025, 20:45","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",23,15,,,
"Evening workout 🏋️","13 Feb 2025, 20:01","13 Feb 2025, 20:45","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",23,10,,,
"Evening workout 🏋️","13 Feb 2025, 20:01","13 Feb 2025, 20:45","","Iso-Lateral Chest Press (Machine)",,"Sit slightly to the front, have some gap from the back of the seat. Keep your chest really up and front and push",0,"normal",10,10,,,
"Evening workout 🏋️","13 Feb 2025, 20:01","13 Feb 2025, 20:45","","Iso-Lateral Chest Press (Machine)",,"Sit slightly to the front, have some gap from the back of the seat. Keep your chest really up and front and push",1,"normal",,15,,,
"Evening workout 🏋️","13 Feb 2025, 20:01","13 Feb 2025, 20:45","","Iso-Lateral Chest Press (Machine)",,"Sit slightly to the front, have some gap from the back of the seat. Keep your chest really up and front and push",2,"normal",5,15,,,
"Evening workout 🏋️","13 Feb 2025, 20:01","13 Feb 2025, 20:45","","Seated Calf Raise",,"",0,"normal",40,15,,,
"Evening workout 🏋️","13 Feb 2025, 20:01","13 Feb 2025, 20:45","","Seated Calf Raise",,"",1,"normal",40,10,,,
"Evening workout 🏋️","13 Feb 2025, 20:01","13 Feb 2025, 20:45","","Seated Calf Raise",,"",2,"normal",35,9,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","Lying Leg Raise",,"",0,"normal",,21,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","Lying Leg Raise",,"",1,"normal",,14,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","Lying Leg Raise",,"",2,"normal",,12,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","Lying Leg Raise",,"",3,"normal",,10,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","Leg Press (Machine)",,"",0,"normal",60,15,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","Leg Press (Machine)",,"",1,"normal",60,15,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","Leg Press (Machine)",,"",2,"normal",60,15,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","Russian Twist (Weighted)",,"",0,"normal",4,40,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","Russian Twist (Weighted)",,"",1,"normal",4,40,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","Russian Twist (Weighted)",,"",2,"normal",4,40,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","EZ Bar Biceps Curl",,"",0,"normal",25,7,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","EZ Bar Biceps Curl",,"",1,"normal",20,12,,,
"Evening workout 🏋️","12 Feb 2025, 20:01","12 Feb 2025, 21:00","","EZ Bar Biceps Curl",,"",2,"normal",20,8,,,
"Evening workout 🏋️","11 Feb 2025, 19:44","11 Feb 2025, 20:47","","Shrug (Dumbbell)",,"",0,"normal",17.5,20,,,
"Evening workout 🏋️","11 Feb 2025, 19:44","11 Feb 2025, 20:47","","Shrug (Dumbbell)",,"",1,"normal",17.5,20,,,
"Evening workout 🏋️","11 Feb 2025, 19:44","11 Feb 2025, 20:47","","Shrug (Dumbbell)",,"",2,"normal",17.5,20,,,
"Evening workout 🏋️","11 Feb 2025, 19:44","11 Feb 2025, 20:47","","Arnold Press (Dumbbell)",,"",0,"normal",10,10,,,
